Machine_ID,Temperature,Run_Time,Downtime_Flag
M_873,89.05929406738014,229,0
M_874,98.62540232172839,449,0
M_875,86.51229085147445,291,0
M_876,65.13543710763716,145,0
M_877,91.2575497158848,250,1
M_878,81.9363610652194,371,0
M_879,99.37990266902837,401,0
M_880,73.51948554258675,314,1
M_881,60.021119793947605,217,1
M_882,90.06876036920897,217,1
M_883,66.21261937227173,297,0
M_884,56.50243211412242,116,1
M_885,68.39300525581649,478,0
M_886,78.30820454150306,272,1
M_887,96.45542631141919,209,1
M_888,52.0027896582077,280,0
M_889,65.43982456906272,236,1
M_890,75.33076291193143,108,1
M_891,79.37959908094729,250,0
M_892,92.68637090143174,240,0
M_893,80.3441319176178,141,0
M_894,72.35065748759429,229,0
M_895,56.50517013620223,172,0
M_896,65.3211957188545,142,0
M_897,83.44960664440148,158,0
M_898,85.96273495228021,138,0
M_899,84.80091925010868,111,1
M_900,79.42001002652569,492,0
M_901,91.94118239529078,304,0
M_902,87.25665136405078,295,0
M_903,93.35440313694372,496,1
M_904,59.6124887802701,106,1
M_905,99.5541683466596,247,0
M_906,81.99750105614191,406,1
M_907,72.08393906996719,488,1
M_908,72.80615673278534,229,1
M_909,56.1769833818859,330,0
M_910,68.22898190078534,246,0
M_911,62.86580359936268,397,1
M_912,58.92716465949459,354,1
M_913,59.743149532914046,252,0
M_914,78.88365423498789,254,0
M_915,94.30648476642162,455,1
M_916,97.17599348134748,360,0
M_917,80.55671941936596,307,0
M_918,66.00429858360376,285,0
M_919,61.66325151876775,107,1
M_920,67.88954067166159,330,0
M_921,67.77644951423865,185,0
M_922,64.5229484909338,159,0
M_923,84.54562525628512,242,0
M_924,98.01831543889838,404,0
M_925,63.51267559500941,370,0
M_926,67.41385187218816,240,0
M_927,95.59744078563313,115,0
M_928,91.91124049290295,187,0
M_929,64.70829172964966,205,1
M_930,87.72786753664548,143,1
M_931,72.9761665509155,334,0
M_932,92.74871238099236,226,0
M_933,97.02883119481031,451,1
M_934,59.370912354257996,311,0
M_935,75.20121903854303,346,0
M_936,61.49569980482252,266,1
M_937,76.21155772219423,376,1
M_938,61.9294970434404,413,1
M_939,64.11523580475253,304,0
M_940,83.99876428286976,262,1
M_941,96.15565317930474,241,0
M_942,73.55393655468345,407,1
M_943,78.8604920520365,426,1
M_944,80.43939573720178,132,1
M_945,59.8809441851171,195,1
M_946,70.30823247095886,435,0
M_947,61.64335691954249,399,0
M_948,62.92038882162955,359,1
M_949,62.53125737042789,368,1
M_950,60.1676899422849,288,1
M_951,94.75459293212323,126,1
M_952,98.28901894789396,239,0
M_953,50.604787372158825,214,0
M_954,86.15293036816306,142,1
M_955,81.37317305247217,389,1
M_956,96.69807161713115,191,0
M_957,64.01332271502561,103,1
M_958,74.40089400254344,178,0
M_959,60.537091890693446,457,1
M_960,71.66942022125099,415,0
M_961,69.07430489870771,450,0
M_962,57.933446493617176,381,0
M_963,77.39187760822698,252,1
M_964,59.354176614855966,350,0
M_965,56.71687287208426,206,1
M_966,76.79053219303692,336,1
M_967,95.91123625102583,216,0
M_968,82.96624443262516,337,0
M_969,53.80261529247164,303,1
M_970,90.3653191716287,305,0
M_971,93.74756903588782,406,0
M_972,90.0068881919359,152,1
M_973,81.4787087406535,199,1
M_974,66.6924616303933,353,1
M_975,98.7444299585772,475,0
M_976,91.42436770589477,290,1
M_977,92.49574126787242,296,0
M_978,71.52321669330775,158,0
M_979,57.03610280836982,255,1
M_980,97.47969308023332,494,1
M_981,70.70259815448804,260,0
M_982,82.4676625595005,483,0
M_983,53.78104216052839,426,0
M_984,65.6241726027106,183,1
M_985,59.211071208687095,450,1
M_986,86.6254700310952,271,1
M_987,91.28384242437237,395,0
M_988,95.56713359282412,470,1
M_989,73.8481484314797,273,1
M_990,52.21994558604357,416,0
M_991,81.45409041721646,295,0
M_992,67.46421307170536,316,0
M_993,88.29663481527753,211,1
M_994,73.11885010500978,101,1
M_995,69.5454108811205,166,1
M_996,63.57146254628395,440,0
M_997,69.93953032871448,299,0
M_998,85.86389906204602,166,1
M_999,71.29607757468744,153,1
M_1000,98.32816335808201,418,1
